实体类型,图层,颜色,线型,线宽,线型描述,线型图案,类型/名称,块名,值,覆盖值,位置 X,位置 Y,起点 X,起点 Y,终点 X,终点 Y,圆心 X,圆心 Y,半径,顶点数据,闭合,高度,角度,尺寸编码,起始角度,终止角度,缩放比例,尺寸样式
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 主视图,,,,,446.98,441.329,163.433,0,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 主视图,,,,,267.436,0,246.403,13.513,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 主视图,,,,,163.433,0,142.4,13.513,,,,,,,,,,,,
LINE,粗实线层,256,BYLAYER,-1,,,,引用于: 主视图,,,,,59.43,0,38.397,13.513,,,,,,,,,,,,
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,380.519,<>,-641.697,0,-555.629,380.519,-555.629,0,,,,,,,270,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,1083.258,<>,541.629,-126.645,-541.629,0,541.629,-0,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,14,<>,-555.629,-126.645,-541.629,0,-555.629,0,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,14,<>,555.629,-126.645,541.629,-0,555.629,0,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,380.519,<>,646.614,-0,555.629,380.519,555.629,0,,,,,,,270,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,14,<>,7,555.369,-7,515.652,7,515.652,,,,,,,-0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,662.597,<>,331.298,612.595,-331.298,529.652,331.298,529.652,,,,,,,0,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,62.5,62.5,-515.627,432.549,-446.98,441.329,-491.43,394.887,,,,,,,212.72,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,62.5,<>,-441.461,478.988,-373.365,488.626,-417.639,441.911,,,,,,,212.72,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,25,<>,-565.989,464.684,-491.43,394.887,-520.596,394.032,,,,,,,212.72,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,25,<>,-492.799,512.645,-417.639,441.911,-446.98,441.329,,,,,,,212.72,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,25,<>,-419.419,560.307,-344.207,489.493,-373.365,488.626,,,,,,,212.72,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,200,<>,-599.988,517.603,-344.207,489.493,-520.596,394.032,,,,,,,212.72,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,250,<>,-448.392,697.904,-541.629,380.519,-331.298,515.652,,,,,,,32.72,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,25,<>,-411.016,639.73,-344.207,489.493,-331.298,515.652,,,,,,,32.72,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,25,<>,-620.919,503.93,-520.596,394.032,-541.629,380.519,,,,,,,212.72,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,62.5,62.5,515.627,432.549,446.98,441.329,491.43,394.887,,,,,,,327.28,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,62.5,<>,441.461,478.988,373.365,488.626,417.639,441.911,,,,,,,327.28,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,25,<>,565.989,464.684,491.43,394.887,520.596,394.032,,,,,,,327.28,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,25,<>,492.799,512.645,417.639,441.911,446.98,441.329,,,,,,,327.28,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,25,<>,419.419,560.307,344.207,489.493,373.365,488.626,,,,,,,327.28,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,200,<>,599.988,517.603,344.207,489.493,520.596,394.032,,,,,,,327.28,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,250,<>,448.392,697.904,541.629,380.519,331.298,515.652,,,,,,,147.28,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,25,<>,411.016,639.73,344.207,489.493,331.298,515.652,,,,,,,147.28,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,25,<>,620.919,503.93,520.596,394.032,541.629,380.519,,,,,,,327.28,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,515.652,<>,74.288,0,95.445,515.652,19.615,0,,,,,,,270,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,ANGULAR,引用于: 主视图,122.72,,,,,,,,,,,,,,,34,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,468.349,<>,-323.406,-35.96,-541.629,380.519,-267.436,0,,,,,,,302.72,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,580.784,<>,-9.778,31.901,-331.298,515.652,-38.397,13.513,,,,,,,302.72,160,,,,标准
DIMENSION,尺寸线层,256,BYLAYER,-1,,,LINEAR,引用于: 主视图,524.566,<>,-129.366,21.888,-414.944,461.912,-142.4,13.513,,,,,,,302.72,160,,,,标准
dimstyle,,,,,,,标准,,"{""dimtxt"": 3.5, ""dimclrd"": 0, ""dimasz"": 4.0, ""dimtad"": 1, ""dimjust"": 0, ""dimlwd"": -2, ""dimexo"": 0.0, ""dimscale"": 1, ""dimalt"": 0, ""dimadec"": 2, ""dimdsep"": 44}",,,,,,,,,,,,,,,,,,,
dimstyle,,,,,,,GB_尺寸,,"{""dimtxt"": 3.5, ""dimclrd"": 0, ""dimasz"": 4.0, ""dimtad"": 1, ""dimjust"": 0, ""dimlwd"": -2, ""dimexo"": 0.0, ""dimscale"": 1, ""dimalt"": 0, ""dimadec"": 2, ""dimdsep"": 44}",,,,,,,,,,,,,,,,,,,
dimstyle,,,,,,,GB_引出说明(1984),,"{""dimtxt"": 3.5, ""dimclrd"": 0, ""dimasz"": 4.0, ""dimtad"": 1, ""dimjust"": 0, ""dimlwd"": -2, ""dimexo"": 0.0, ""dimscale"": 1, ""dimalt"": 0, ""dimadec"": 2, ""dimdsep"": 44}",,,,,,,,,,,,,,,,,,,
dimstyle,,,,,,,GB_锥度(2003),,"{""dimtxt"": 3.5, ""dimclrd"": 0, ""dimasz"": 4.0, ""dimtad"": 1, ""dimjust"": 0, ""dimlwd"": -2, ""dimexo"": 0.0, ""dimscale"": 1, ""dimalt"": 0, ""dimadec"": 2, ""dimdsep"": 44}",,,,,,,,,,,,,,,,,,,
dimstyle,,,,,,,Standard,,"{""dimtxt"": 2.5, ""dimclrd"": 0, ""dimasz"": 2.5, ""dimtad"": 1, ""dimjust"": 0, ""dimlwd"": -2, ""dimexo"": 0.625, ""dimscale"": 1, ""dimalt"": 0, ""dimadec"": 2, ""dimdsep"": 44}",,,,,,,,,,,,,,,,,,,
